,mean_absolute_percentage_error_sample,rmspe_sample,mean_absolute_error_sample,mean_absolute_percentage_error,rmspe,mean_absolute_error,activation,nodes,seq_len,epochs
0,0.0131901456043124,0.0168944615870714,0.0154764177277684,0.029077460989356,0.0300771873444318,0.0282712429761886,selu,"[128, 64]",120,10
1,0.0198819711804389,0.0252893660217523,0.0234375298023223,0.0711805745959281,0.0718132629990577,0.0693277269601821,selu,"[32, 64]",120,10
2,0.0552886687219142,0.0765435248613357,0.0694244727492332,0.0927294120192527,0.0930394977331161,0.0902084037661552,relu,"[32, 16]",120,10
3,0.0541373193264007,0.0727365240454673,0.0674414038658142,0.0990104079246521,0.0994131788611412,0.0964848175644874,relu,"[128, 64]",120,10
4,0.040644035,0.05583258,0.04904824,0.12354521,0.1241617,0.120433636,selu,"[32, 16]",120,10
5,0.2417006939649582,0.27824708819389343,0.2905239462852478,0.15604038536548615,0.15650434792041779,0.15246188640594482,relu,"[32, 64]",120,10
