,mean_absolute_percentage_error_sample,rmspe_sample,mean_absolute_error_sample,mean_absolute_percentage_error,rmspe,mean_absolute_error,lstm_activatation,lstm_nodes,seq_len,epochs
0,0.0179905090481042,0.0226123034954071,0.0210415739566087,0.0062640036749194,0.0152409095226827,0.0061187159919494,relu,"[64, 32, 32, 32]",30,10
1,0.0160537417978048,0.020761014893651,0.0188168194144964,0.0078373383638805,0.0170269956771917,0.0076478920670103,relu,"[128, 64, 64, 64]",30,10
2,0.024632254615426064,0.030162548646330833,0.028779562562704086,0.008853382283197498,0.017729398670870523,0.008673858348937821,tanh,"[16, 32, 64, 128]",30,10
3,0.014005915261805,0.0180627908557653,0.0165857095271348,0.0092883928929811,0.0184549114308331,0.0090742215272085,tanh,"[64, 32, 32, 32]",30,10
4,0.0164324715733528,0.0207681134343147,0.0195448528975248,0.009719926314367,0.0186731237593234,0.009488206363662,relu,"[16, 32, 64, 128]",30,10
5,0.019706694,0.02549623,0.023013804,0.0097607763768932,0.0188218461223815,0.0095406077548078,selu,"[64, 32, 32, 32]",30,10
6,0.014853130094707,0.0191867556422948,0.0175373144447803,0.0100899486745636,0.0188613050510296,0.0098598985833832,tanh,"[128, 64, 64, 64]",30,10
7,0.0177944190800189,0.0222790203988552,0.0213659144937992,0.011371310853283,0.0205313018415021,0.0111095125493317,selu,"[16, 32, 64, 128]",30,10
8,0.0182783864438533,0.0246528573334217,0.0213515367358922,0.014550011663922,0.0228133609300391,0.0142080031031943,selu,"[128, 64, 64, 64]",30,10
